type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0.085349342,0.090029823,0.162040865,0.151229932,0.207735138,0.131749699,0.174651812,0.170358392,0.162849989,0.163593448,0.201171866,0.252279999,0.229251649,0.225675353,0.181088612,0.146612463,0.294190356,0.205668753,0.313131275,0.152062426,0.193167421,0.184206192,0.218630341,0.239208691,0.171809907,0.153606695,0.201237455,0.216139366,0.165862672,0.267824755,0.201683391,0.149188551
0,0.154962065,0.13326245,0.114129722,0.122758901,0.109809139,0.188471217,0.133742946,0.158958238,0.081935584,0.095042213,0.153529106,0.114814497,0.155659449,0.192042213,0.11845237,0.067467764,0.110562284,0.080009262,0.064965935,0.116395733,0.114105423,0.162501489,0.149256373,0.131880684,0.112483928,0.094187734,0.156833941,0.264144248,0.156697879,0.167547733,0.145030838,0.096737728
0,0.154764507,0.141015788,0.159606436,0.158940199,0.159044027,0.167524117,0.168620927,0.136995086,0.160116932,0.184969129,0.158494829,0.141346268,0.169924524,0.159666634,0.207942575,0.213342722,0.162813829,0.097477159,0.161714799,0.139095171,0.193701149,0.163296941,0.176798529,0.172453908,0.095663864,0.115105791,0.148366914,0.156851751,0.221323248,0.234325053,0.114229399,0.199000032
0,0.09787301,0.082679191,0.130889,0.079820399,0.139878062,0.191022363,0.097884832,0.101958892,0.094961102,0.08605605,0.15722688,0.152305834,0.12547873,0.095110813,0.094104275,0.112466163,0.230895283,0.401073055,0.323275806,0.330091751,0.340294033,0.132571706,0.379179287,0.321928012,0.275402223,0.273957232,0.124735248,0.155133376,0.257394472,0.303222258,0.31541498,0.249947717
0,0.118921675,0.081428259,0.099774598,0.038135288,0.137438322,0.08567934,0.072550559,0.07330505,0.074040594,0.091435571,0.116848252,0.134675895,0.146132529,0.088537934,0.065161106,0.13146194,0.042902503,0.180000148,0.149658602,0.299284393,0.235719461,0.238057595,0.155007934,0.157243146,0.081500602,0.10145605,0.148916912,0.191599746,0.316231683,0.242943923,0.162914491,0.294126007
0,0.098913704,0.084372516,0.052689456,0.062461752,0.07338548,0.078434554,0.067815504,0.076550494,0.030342033,0.031882081,0.10386728,0.094411014,0.084522711,0.053629837,0.065731097,0.039872974,0.112426517,0.112755611,0.150861593,0.194085844,0.233000058,0.20376093,0.278417648,0.241280987,0.170362054,0.159084823,0.132192941,0.153304621,0.181855443,0.177586801,0.241629871,0.306194421
0,0.1669005,0.105337509,0.165023883,0.150743318,0.155043429,0.176420015,0.101677982,0.181536516,0.160290325,0.103133172,0.182418909,0.130105565,0.158070181,0.133707504,0.090590733,0.136008601,0.206070152,0.295960635,0.297526008,0.238491015,0.333708882,0.116936634,0.459864873,0.148617117,0.233666233,0.220441403,0.246046985,0.262599167,0.356854901,0.39086628,0.516570699,0.284121572
0,0.148481122,0.094003523,0.112252978,0.129124616,0.119903564,0.090617567,0.107170616,0.096936157,0.078624523,0.080494602,0.102536851,0.129283971,0.122367493,0.073713365,0.098698631,0.090858306,0.107655182,0.101991177,0.135854806,0.116512418,0.192210095,0.239191529,0.207383466,0.204597631,0.147164406,0.138957577,0.111932455,0.129678944,0.232463445,0.477797645,0.200382295,0.156140032
0,0.121229582,0.145288168,0.149800873,0.169821921,0.148519079,0.150780079,0.163230146,0.13493348,0.151231057,0.115753635,0.172431732,0.207737703,0.165951036,0.151705245,0.135412327,0.118152809,0.128734016,0.089832312,0.128404595,0.15638906,0.157883876,0.14466961,0.166263869,0.192476204,0.137767983,0.148158697,0.110750152,0.09128662,0.135375059,0.176186416,0.114673697,0.141273965
0,0.112832569,0.156504143,0.119122977,0.075218729,0.09019981,0.103064469,0.106999324,0.092107468,0.109147456,0.081457727,0.122181489,0.125882899,0.088010423,0.116881076,0.100490429,0.095787636,0.189901138,0.218968477,0.296488679,0.361547045,0.326435132,0.267360553,0.350780839,0.303190615,0.208651618,0.16897569,0.118362178,0.201535879,0.263381288,0.336969686,0.284133692,0.146552771
0,0.144681435,0.118391262,0.194809231,0.21846543,0.167792583,0.159755692,0.125819133,0.137181192,0.139788537,0.155341615,0.199935705,0.158189371,0.185657078,0.140211785,0.138608212,0.153190904,0.164493475,0.135220209,0.253193116,0.239325506,0.22873631,0.205091004,0.226040537,0.241689551,0.292416988,0.274650753,0.143181757,0.188336592,0.181367872,0.259376053,0.329978602,0.300694006
0,0.158307529,0.113772652,0.149012167,0.206982649,0.176265687,0.169640631,0.151520787,0.125987762,0.131380031,0.106697173,0.224484349,0.214804012,0.14785596,0.126949343,0.165919249,0.13672427,0.195654729,0.088489657,0.195980363,0.15419305,0.244087115,0.22612346,0.265300771,0.237224784,0.141308335,0.107277027,0.228919259,0.137017699,0.222994047,0.230734476,0.207922413,0.151417528
0,0.239801326,0.141644055,0.329777374,0.287939574,0.337007094,0.27223981,0.26207555,0.316189973,0.192738278,0.337191986,0.248382651,0.204754373,0.304134224,0.319869049,0.263407772,0.388284572,0.106018078,0.048978017,0.127063407,0.093953557,0.121959516,0.10051093,0.09097966,0.119011729,0.072677574,0.104908193,0.051950137,0.051147325,0.069801713,0.102341483,0.090071498,0.09992281
0,0.098057576,0.086015922,0.092746788,0.072416362,0.108109363,0.07355438,0.089388004,0.071542061,0.072602426,0.075902479,0.109929766,0.089946235,0.087704832,0.070682134,0.082641903,0.104433497,0.262169275,0.174557461,0.263036524,0.27992651,0.199483669,0.333311285,0.350851699,0.40683214,0.330307,0.35713579,0.20670503,0.176685648,0.176459268,0.184972173,0.30023212,0.337603188
0,0.097443686,0.095017819,0.132790111,0.111700257,0.140396129,0.108970744,0.095637954,0.070632642,0.098325705,0.074519358,0.132573547,0.106474602,0.125273753,0.126379374,0.107688033,0.102057407,0.171583769,0.192450789,0.223906575,0.241417827,0.249037938,0.279443565,0.222551977,0.28645416,0.134691064,0.197054678,0.195065533,0.189267533,0.206455486,0.273160021,0.309950003,0.160415657
0,0.233166292,0.156322899,0.258127183,0.176815561,0.165999144,0.148148387,0.14840561,0.144615447,0.151103035,0.156116901,0.199222673,0.164493614,0.178451376,0.16558002,0.217476713,0.149950523,0.238607757,0.218860395,0.258486073,0.301522898,0.28056841,0.286750771,0.264315546,0.265883891,0.17371335,0.205778138,0.148900757,0.185510866,0.241354879,0.262285449,0.260255056,0.223063581
0,0.091781793,0.103537227,0.176835497,0.118234704,0.179177049,0.178549061,0.15941717,0.128646964,0.160792106,0.116645176,0.141310507,0.201305952,0.11543404,0.127701286,0.157153709,0.139941493,0.090061447,0.145278919,0.246537757,0.252974305,0.284282973,0.293457617,0.304626499,0.364882122,0.32066879,0.328844911,0.162697809,0.159620086,0.22063813,0.148432438,0.294331935,0.244754322
0,0.082586588,0.073340693,0.157396558,0.171479181,0.124830501,0.101696881,0.143287727,0.104464367,0.100531249,0.109547739,0.151870908,0.124553077,0.16885548,0.105451062,0.108821699,0.122799692,0.335034433,0.255426284,0.255142937,0.276657751,0.34112178,0.343699279,0.108856255,0.283384098,0.151252552,0.153477152,0.160869978,0.208033958,0.201046206,0.345529374,0.215090983,0.242260456
0,0.049155968,0.059618187,0.09069747,0.089036488,0.193725246,0.116161594,0.128120231,0.08642862,0.112684472,0.073279677,0.096072926,0.158027052,0.114651732,0.114432431,0.107707706,0.138092729,0.150991047,0.099737037,0.335486985,0.317901825,0.17267923,0.218613202,0.130222538,0.186481307,0.121042107,0.128740956,0.20987276,0.216252509,0.276356367,0.271339737,0.160895367,0.12225538
0,0.152417482,0.138345221,0.17473153,0.207997171,0.17613972,0.20653227,0.163709878,0.215137665,0.197921905,0.181434217,0.196921808,0.172431455,0.192392149,0.160276172,0.205829733,0.17855996,0.119822492,0.122596948,0.16307602,0.163416331,0.153020776,0.122741063,0.131130705,0.097923324,0.1128302,0.084823178,0.079775882,0.130819356,0.12753384,0.161805394,0.161547406,0.13384491
0,0.091858376,0.061275606,0.059254483,0.054560014,0.065723768,0.063023533,0.060975025,0.079906187,0.040962863,0.047279643,0.110546418,0.087359077,0.166897493,0.071952918,0.086401412,0.043270103,0.143186368,0.113293114,0.169344655,0.122828847,0.196436961,0.168893416,0.182097572,0.210890702,0.094453279,0.092273133,0.108987516,0.144386717,0.181602624,0.195048553,0.096322947,0.087550164
0,0.118147242,0.133656564,0.143612882,0.201015239,0.130323957,0.189751416,0.15638249,0.145498485,0.209458478,0.199447172,0.172459855,0.192552881,0.165034547,0.119328851,0.113284079,0.172796881,0.192812411,0.133718285,0.165797886,0.142783196,0.133568854,0.130408467,0.157624732,0.161845021,0.095631873,0.096969351,0.132942941,0.14221763,0.13773249,0.291904027,0.089455464,0.090960102
0,0.172693579,0.130613018,0.187154509,0.18313478,0.203881785,0.169048974,0.083952269,0.102546922,0.081295913,0.105376002,0.179820989,0.146585772,0.185594274,0.149896007,0.109192428,0.119917687,0.132519992,0.131569709,0.140143238,0.19095215,0.192665027,0.193922768,0.230043402,0.213344747,0.229012824,0.158474054,0.077548565,0.112586514,0.145754173,0.162813798,0.220790308,0.137506111
0,0.260538533,0.248371758,0.342756914,0.252574632,0.500854334,0.469027917,0.390725247,0.347897611,0.242372524,0.302318089,0.262316085,0.307645147,0.271815636,0.273777805,0.299945388,0.339597744,0.072515606,0.072701259,0.097743825,0.09181736,0.086506364,0.093997139,0.100872275,0.121967033,0.099244026,0.114026166,0.034708473,0.098449557,0.094918007,0.054387091,0.136269733,0.105885514
0,0.16933429,0.150422961,0.170241073,0.16757507,0.146536141,0.16075574,0.124678707,0.098977232,0.187571539,0.160704461,0.145564014,0.154025197,0.159872708,0.14868621,0.154686119,0.161233474,0.153060926,0.181792262,0.199994307,0.207143244,0.244563833,0.26128584,0.236310128,0.249548363,0.232096296,0.192940295,0.086851502,0.189362036,0.248202976,0.227353215,0.235362977,0.208034268
0,0.110074265,0.086775337,0.108058874,0.088702113,0.124617354,0.096669813,0.101572522,0.109310903,0.065665284,0.068115471,0.091086628,0.131959203,0.099385747,0.145623102,0.085396295,0.108416022,0.071344026,0.056506249,0.065297077,0.064391563,0.089494639,0.078867749,0.115298602,0.104175717,0.074901892,0.058221808,0.060545537,0.104285492,0.172854922,0.130465928,0.08599512,0.063342028
0,0.111602627,0.075480469,0.080135424,0.077059765,0.065947479,0.08060179,0.064315167,0.105281312,0.043711807,0.07662918,0.128725605,0.101672448,0.108013496,0.087304338,0.055525982,0.119821733,0.106800257,0.112909611,0.090809873,0.115302474,0.121318313,0.136031112,0.153648618,0.182649491,0.074759716,0.073737992,0.102469068,0.127136528,0.287096978,0.257944297,0.095132218,0.043965887
0,0.393274251,0.35858555,0.359467341,0.379176465,0.28575989,0.373866466,0.272574292,0.378758608,0.242812486,0.359584546,0.375072205,0.295438626,0.365430803,0.321621462,0.282010793,0.378464989,0.041672922,0.031299201,0.059028911,0.046341516,0.076983122,0.0543348,0.059677603,0.071180103,0.044577407,0.050359883,0.038645037,0.042117217,0.046729986,0.055902065,0.046985961,0.038945117
0,0.244227374,0.266062238,0.507977484,0.444520906,0.41583202,0.385716127,0.2977347,0.357541381,0.292870564,0.328572425,0.24616737,0.243693358,0.2655745,0.294910086,0.301348214,0.383088442,0.148799432,0.099783858,0.107936378,0.10140472,0.1146008,0.122546951,0.146916134,0.123524705,0.112403202,0.084201978,0.070313632,0.109042686,0.118874301,0.152008641,0.140826844,0.107808916
0,0.169405285,0.209219464,0.216580818,0.233691452,0.19321716,0.22416801,0.213786878,0.203377138,0.203778076,0.207578287,0.224829546,0.19584107,0.220266271,0.219353528,0.199941726,0.219185187,0.095199534,0.136579215,0.125151074,0.142307299,0.148183333,0.162536668,0.112841861,0.129395243,0.059856932,0.069805605,0.12567024,0.139552221,0.163863288,0.177363197,0.109769385,0.078995069
0,0.115111477,0.134319488,0.174234276,0.153379244,0.183358148,0.180428749,0.111935601,0.108510397,0.157839069,0.106481814,0.155251444,0.133062497,0.144224792,0.140849424,0.162023131,0.12704184,0.444701379,0.351385032,0.323070986,0.268082766,0.288356905,0.315360385,0.438707236,0.398514746,0.419496836,0.346553881,0.344160356,0.276206413,0.342994834,0.317820325,0.297748605,0.347206811
0,0.473469691,0.403458088,0.474532829,0.35914977,0.331644485,0.27121581,0.258754509,0.224993959,0.260019617,0.215844494,0.318478389,0.294982579,0.278508776,0.272913076,0.285613727,0.254530273,0.083790927,0.113034891,0.104065171,0.129417318,0.169764079,0.160816079,0.166678978,0.144881024,0.10063044,0.077945532,0.071082922,0.144453658,0.089589401,0.154203856,0.088052116,0.089622475
0,0.179396441,0.149277083,0.213056213,0.182068803,0.20419991,0.205031975,0.20375553,0.16767335,0.193176031,0.175095197,0.184256634,0.164824252,0.18468211,0.218248247,0.20355021,0.18845735,0.105176271,0.080058051,0.114349827,0.094117186,0.163698886,0.126997041,0.163393311,0.169673216,0.091269475,0.161609783,0.087023514,0.083752723,0.14231687,0.164012764,0.092240861,0.163570583
0,0.118669118,0.109625855,0.168732767,0.160894122,0.224250523,0.229709937,0.159196461,0.173891702,0.107546804,0.152875108,0.14164189,0.131486056,0.193338238,0.240883645,0.161806143,0.186248091,0.077988676,0.092142575,0.101009793,0.113120213,0.133360347,0.117516544,0.099851079,0.082837495,0.077458035,0.073207102,0.060711068,0.102986828,0.119825835,0.149486659,0.121109868,0.09309895
0,0.151936028,0.19420912,0.210056771,0.22514767,0.202925325,0.197238032,0.127932273,0.126474029,0.11789263,0.119641048,0.166283289,0.194498482,0.196758015,0.167795482,0.203196581,0.167409707,0.120933645,0.1252363,0.19695578,0.177762296,0.213624152,0.232507595,0.237153099,0.29894923,0.190383418,0.223184262,0.097682801,0.125129446,0.170177895,0.226274305,0.204187669,0.2112915
0,0.197976879,0.136772508,0.225751587,0.213824641,0.207457496,0.215199037,0.171142326,0.196518841,0.205772926,0.193553852,0.146183613,0.112462713,0.185421943,0.173090958,0.191507359,0.201724538,0.042568409,0.050664748,0.061828166,0.087368765,0.097775921,0.105776451,0.106015072,0.085050316,0.082010479,0.070021017,0.034155454,0.056944761,0.074004825,0.077636074,0.088643933,0.071417138
0,0.093111416,0.10848113,0.121677582,0.152560664,0.11858928,0.154015641,0.119052982,0.089705802,0.090502902,0.059012057,0.13506363,0.149475772,0.126644872,0.145229616,0.102007223,0.05212549,0.06921857,0.072219557,0.145806138,0.173208543,0.162558306,0.195026842,0.164566349,0.095112216,0.103532217,0.063345738,0.121131832,0.143990079,0.210905989,0.258746156,0.197410581,0.098622165
0,0.127071529,0.191277639,0.120666529,0.149779606,0.111221481,0.114162468,0.1104771,0.103948025,0.082653916,0.084041679,0.154657143,0.149524982,0.137415725,0.126433701,0.111685464,0.094184843,0.09570027,0.106674043,0.098387403,0.085918728,0.168228252,0.119147442,0.12681461,0.11904658,0.071930431,0.056429749,0.10850094,0.150281086,0.295905484,0.267681507,0.241480689,0.081709732
0,0.087070625,0.120103408,0.101432871,0.114244975,0.091559969,0.094371508,0.090431149,0.0820141,0.081559881,0.095853077,0.132864521,0.133097867,0.113781542,0.105547524,0.095734246,0.098606167,0.168204407,0.178395237,0.186960472,0.192226204,0.252896133,0.215825139,0.274141779,0.18590031,0.166246592,0.114550402,0.138530718,0.174346761,0.246874817,0.288609337,0.274602912,0.158951382
0,0.117519668,0.101262219,0.163587298,0.111460544,0.155588851,0.123801831,0.11403095,0.144945979,0.08889532,0.144670926,0.203103596,0.110906423,0.128998291,0.109444954,0.101142712,0.14313529,0.115977372,0.122698326,0.130341241,0.152368772,0.161544057,0.149493938,0.185383189,0.137137777,0.159795921,0.119838652,0.051590645,0.143652005,0.152313094,0.163493138,0.151687791,0.119023069
0,0.099605168,0.111589117,0.106506077,0.206289124,0.119361659,0.139726979,0.110616329,0.108444358,0.129997986,0.126336687,0.070408059,0.160247264,0.095558551,0.089797847,0.118791933,0.08791218,0.103929091,0.134798636,0.181884394,0.085939011,0.163475947,0.212516092,0.139882773,0.166702571,0.193098433,0.142096673,0.124858519,0.067139941,0.123190589,0.056308314,0.135273001,0.054642115
0,0.086360709,0.111521519,0.092626677,0.082559452,0.111725106,0.09745831,0.110726469,0.098793795,0.096461732,0.104236713,0.134808015,0.155433937,0.138816144,0.144370171,0.11065006,0.121125545,0.123936903,0.100193343,0.223616755,0.171043122,0.292155922,0.218937368,0.224017218,0.332522806,0.156981523,0.188204799,0.149599078,0.140475337,0.199335533,0.200604577,0.172392892,0.169839662
0,0.16526147,0.174072489,0.233806454,0.211139075,0.206392929,0.178519169,0.165095358,0.124203766,0.119626785,0.132799819,0.201051556,0.17441453,0.16770272,0.14322293,0.128586774,0.15673502,0.13198527,0.101025521,0.188299423,0.164698309,0.198313507,0.194474057,0.156307483,0.213210215,0.094354248,0.130325511,0.161582178,0.124918243,0.148122842,0.173494741,0.101283654,0.144997422
0,0.112230023,0.149432517,0.115322818,0.125517164,0.114248227,0.122406751,0.108266502,0.100624991,0.096759331,0.070982553,0.135916469,0.171605755,0.114467692,0.16065487,0.110445688,0.092232175,0.078185854,0.081154939,0.0792254,0.084326933,0.101088822,0.095361383,0.104985382,0.132898856,0.091824414,0.068086383,0.090773032,0.084280927,0.117046164,0.129248461,0.111780985,0.089775718
0,0.177618919,0.175332731,0.200247494,0.186112231,0.183798555,0.125372255,0.158530282,0.134113986,0.169314154,0.104645473,0.207037025,0.191452037,0.172605908,0.203125698,0.164378666,0.130961711,0.196544182,0.120249549,0.174510631,0.192823407,0.206408201,0.2485993,0.251136274,0.328761652,0.146433441,0.175664715,0.200401051,0.203132449,0.237306163,0.273842082,0.219793149,0.234277228
